time,Agg-24
1998-01-01,
1998-02-01,
1998-03-01,
1998-04-01,
1998-05-01,
1998-06-01,
1998-07-01,
1998-08-01,
1998-09-01,
1998-10-01,
1998-11-01,
1998-12-01,
1999-01-01,
1999-02-01,
1999-03-01,
1999-04-01,
1999-05-01,
1999-06-01,
1999-07-01,
1999-08-01,
1999-09-01,
1999-10-01,
1999-11-01,
1999-12-01,0.8666797699766244
2000-01-01,0.9063073004047526
2000-02-01,1.2321013310214532
2000-03-01,1.400381997578635
2000-04-01,1.3925411843250397
2000-05-01,1.1117232346011836
2000-06-01,0.6227178512174936
2000-07-01,0.4768879920878119
2000-08-01,0.25807318235873233
2000-09-01,-0.1372796915949543
2000-10-01,-0.6722263672510332
2000-11-01,-0.7547583891001715
2000-12-01,-0.6196411573499292
2001-01-01,-0.4794024333830933
2001-02-01,-0.9997081531316525
2001-03-01,-0.5481481326362909
2001-04-01,-0.6225799295236922
2001-05-01,-1.0826157676644066
2001-06-01,-0.7189784930487438
2001-07-01,-0.987120119588287
2001-08-01,-0.9805729109938923
2001-09-01,-0.3043470118847978
2001-10-01,-0.5874055947999057
2001-11-01,-0.5485953324609824
2001-12-01,-0.9761161546273422
2002-01-01,-1.2492189867863055
2002-02-01,-1.3684861829557138
2002-03-01,-2.0389643236876247
2002-04-01,-2.0244525319916176
2002-05-01,-2.1627805688478796
2002-06-01,-1.1470835227066143
2002-07-01,-0.9362321096404203
2002-08-01,-0.05929750140174502
2002-09-01,0.03192300416164736
2002-10-01,0.40598514685179393
2002-11-01,0.480932997395515
2002-12-01,0.4978974313764117
2003-01-01,0.6510719879697129
2003-02-01,0.6032205703218809
2003-03-01,0.11041494523991707
2003-04-01,-0.3283575629794746
2003-05-01,-0.2183727981238766
2003-06-01,-1.4290473872138425
2003-07-01,-1.2457914821074136
2003-08-01,-1.1656537275077103
2003-09-01,-1.6717789312800402
2003-10-01,-1.118465885145059
2003-11-01,-1.307768066771585
2003-12-01,-1.3150753673803914
2004-01-01,-0.8850718943961005
2004-02-01,-0.786861383247614
2004-03-01,-0.7423848566743273
2004-04-01,-0.7774869044995655
2004-05-01,-0.47219490197876324
2004-06-01,-0.17555333721597813
2004-07-01,-0.3643991238913154
2004-08-01,-0.6052911459324399
2004-09-01,-0.7761921612477781
2004-10-01,-1.0921782163528944
2004-11-01,-0.982268764360552
2004-12-01,-1.0893841076307438
2005-01-01,-1.2544241110305874
2005-02-01,-0.9734272970792806
2005-03-01,-0.6865525989362796
2005-04-01,-0.2906324717615229
2005-05-01,0.15380040049842375
2005-06-01,0.5240510984284469
2005-07-01,0.8461638643653197
