time,Agg-12
1998-01-01,
1998-02-01,
1998-03-01,
1998-04-01,
1998-05-01,
1998-06-01,
1998-07-01,
1998-08-01,
1998-09-01,
1998-10-01,
1998-11-01,
1998-12-01,0.25668159895323955
1999-01-01,0.1684101922657208
1999-02-01,1.037959204360677
1999-03-01,0.9144058521457904
1999-04-01,1.2834402741005413
1999-05-01,1.3348505620372593
1999-06-01,1.3328860057139098
1999-07-01,1.4867169735239458
1999-08-01,1.365234009684885
1999-09-01,0.8040795371899151
1999-10-01,0.3914951746114414
1999-11-01,0.2671631048398718
1999-12-01,0.7787062892405994
2000-01-01,0.9087592898881638
2000-02-01,0.4592863211218924
2000-03-01,0.8093259800353548
2000-04-01,0.46611931893077607
2000-05-01,0.18384605475018262
2000-06-01,-0.7376032066017939
2000-07-01,-0.9692714542159115
2000-08-01,-1.1264975006151057
2000-09-01,-0.9502334438619164
2000-10-01,-1.22500313375385
2000-11-01,-1.18950391218657
2000-12-01,-1.568814492162648
2001-01-01,-1.5637371733673362
2001-02-01,-1.7934361289505458
2001-03-01,-1.5947432872054508
2001-04-01,-1.3809886447418156
2001-05-01,-1.8122876067120184
2001-06-01,-0.1422997717194886
2001-07-01,-0.28116600197383385
2001-08-01,-0.0985064626777897
2001-09-01,0.6227428029851787
2001-10-01,0.492293769906869
2001-11-01,0.5187679052163428
2001-12-01,0.37504943977309113
2002-01-01,0.024494472257090984
2002-02-01,0.017361523122292204
2002-03-01,-0.36851734297740546
2002-04-01,-0.7206327066256729
2002-05-01,-0.45860216257075853
2002-06-01,-1.2113657965021551
2002-07-01,-0.9069959878042515
2002-08-01,-0.013178403077787611
2002-09-01,-0.43632876516003993
2002-10-01,0.2117638617571325
2002-11-01,0.1308172205777484
2002-12-01,0.22084303315494563
2003-01-01,0.7427077170360323
2003-02-01,0.6959927710687226
2003-03-01,0.3244090876287531
2003-04-01,0.12929222859293152
2003-05-01,0.0774450909801964
2003-06-01,-0.38327637082228827
2003-07-01,-0.6536836005022739
2003-08-01,-1.4346521584900565
2003-09-01,-1.9073655950515913
2003-10-01,-1.7481523395986758
2003-11-01,-1.7500025247636455
2003-12-01,-1.8177360444837651
2004-01-01,-1.892655415049093
2004-02-01,-1.7750724531339315
2004-03-01,-1.2828536656329792
2004-04-01,-1.195927495183311
2004-05-01,-0.8069179511265764
2004-06-01,0.12486331713683088
2004-07-01,0.16226424676700668
2004-08-01,0.6321895722037595
2004-09-01,0.6649072750292951
2004-10-01,0.2438672381991475
2004-11-01,0.5217604175098545
2004-12-01,0.4751874473037901
2005-01-01,0.32259984526972085
2005-02-01,0.47393945366860635
