time,Agg-1
2012-03-01,-2.059278880360638
2012-04-01,0.43284504217377956
2012-05-01,0.8234853195700484
2012-06-01,-0.7978571694181192
2012-07-01,-0.8271602602806005
2012-08-01,-1.102066262257567
2012-09-01,-0.8564661502656595
2012-10-01,0.1152155222319226
2012-11-01,-0.669872587787599
2012-12-01,0.9698216471927115
2013-01-01,1.2443136140106117
2013-02-01,1.2955333276141698
2013-03-01,1.6805605630126539
2013-04-01,-0.764348520900679
2013-05-01,0.9538520477748094
2013-06-01,0.6412396335711714
2013-07-01,-2.065676377428676
2013-08-01,-0.0799221804336535
2013-09-01,0.5771622109042519
2013-10-01,-0.7274728601184847
2013-11-01,0.713537606094585
2013-12-01,-1.6295467039160487
2014-01-01,0.04784217576341297
2014-02-01,-0.3419777301619453
2014-03-01,-0.6832090266331187
