# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2018-03-21
#
# GRDC-No.:              6742800
# River:                 DANUBE RIVER
# Station:               HARSOVA
# Country:               RO
# Latitude (DD):       44.683333
# Longitude (DD):      27.09201
# Catchment area (km²):      709100.0
# Altitude (m ASL):        3.0
# Next downstream station:      6742900
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1931 - 2010
# No. of years:          80
# Last update:           2017-06-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 960
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2007-05-01;--:--;   -999.000;   1334.516; 100
2007-06-01;--:--;   -999.000;   1389.667; 100
2007-07-01;--:--;   -999.000;   1006.032; 100
2007-08-01;--:--;   -999.000;    713.355; 100
2007-09-01;--:--;   -999.000;   1400.200; 100
2007-10-01;--:--;   -999.000;   1410.968; 100
2007-11-01;--:--;   -999.000;   2260.667; 100
2007-12-01;--:--;   -999.000;   2838.710; 100
2008-01-01;--:--;   -999.000;   1609.032; 100
2008-02-01;--:--;   -999.000;   1724.483; 100
2008-03-01;--:--;   -999.000;   2080.000; 100
2008-04-01;--:--;   -999.000;   3172.333; 100
2008-05-01;--:--;   -999.000;   2586.774; 100
2008-06-01;--:--;   -999.000;   2018.667; 100
2008-07-01;--:--;   -999.000;   1285.323; 100
2008-08-01;--:--;   -999.000;   1607.097; 100
2008-09-01;--:--;   -999.000;    848.467; 100
2008-10-01;--:--;   -999.000;    855.194; 100
2008-11-01;--:--;   -999.000;    767.300; 100
2008-12-01;--:--;   -999.000;   1907.161; 100
2009-01-01;--:--;   -999.000;   1553.903; 100
2009-02-01;--:--;   -999.000;   2632.143; 100
2009-03-01;--:--;   -999.000;   3268.129; 100
2009-04-01;--:--;   -999.000;   3825.333; 100
2009-05-01;--:--;   -999.000;   2346.968; 100
2009-06-01;--:--;   -999.000;   1673.967; 100
2009-07-01;--:--;   -999.000;   2711.290; 100
2009-08-01;--:--;   -999.000;   1316.645; 100
2009-09-01;--:--;   -999.000;    828.367; 100
2009-10-01;--:--;   -999.000;    682.161; 100
2009-11-01;--:--;   -999.000;   1465.400; 100
2009-12-01;--:--;   -999.000;   1412.935; 100
2010-01-01;--:--;   -999.000;   3824.000; 100
2010-02-01;--:--;   -999.000;   2342.750; 100
2010-03-01;--:--;   -999.000;   4374.323; 100
2010-04-01;--:--;   -999.000;   3671.867; 100
2010-05-01;--:--;   -999.000;   3109.355; 100
2010-06-01;--:--;   -999.000;   4936.400; 100
2010-07-01;--:--;   -999.000;   4321.935; 100
2010-08-01;--:--;   -999.000;   2445.161; 100
2010-09-01;--:--;   -999.000;   1959.633; 100
2010-10-01;--:--;   -999.000;   2137.742; 100
2010-11-01;--:--;   -999.000;   1864.933; 100
2010-12-01;--:--;   -999.000;   3868.065; 100
